id,language,context,target,max_width
1077,English,"If we do not take good care of them or neglect the monuments, we can lose a part of ourselves. Preservation means taking care, repairing where needed, cleaning without damaging, and keeping the original details. Modern",restorations use simple techniques and respect for ancient materials.,663
1337,English,"The ISS is assembled with pieces that arrive from Earth on different rockets. In space, gravity is almost zero and the astronauts float. This is difficult,",but also fun and new for science.,328
1296,Spanish,En la galería de fotografía hay otra exposición sobre retratos de gente normal. Los retratos son de personas que viven aquí. En el,"museo, una guía explica las obras.",339
1193,English,"People buy more mobile phones, laptops, and music players. There are also digital cameras and flat-screen televisions. On the streets you see advertisements for",these products and everything seems very modern.,496
107,English,"Doctors and nurses provide care. Volunteers distribute drinking water and food. Shelters are set up for families without housing. In the camps,","toilets, beds, and blankets are installed.",386
812,French,"Les médecins voient des progrès dans la médecine personnalisée. Cela signifie qu’un patient peut recevoir un médicament qui convient mieux à son profil. Parfois, un petit changement dans",l’ADN peut être utilisé pour adapter le traitement.,490
540,German,"Das war vor zwei Jahren noch nicht so üblich. Auch Computer werden schneller, aber oft auch teurer. Ein Laptop kostet heute weniger",als früher und hat mehr Arbeitsspeicher.,394
1118,Italian,"A volte i problemi si presentano subito, altre volte restano nascosti nel computer per giorni. Per proteggersi, è importante avere un buon antivirus e un firewall, e tenere i programmi aggiornati. Si devono installare gli aggiornamenti di sicurezza",e fare regolarmente copie di backup dei dati più importanti.,581
52,French,"Les jeunes, les femmes, les travailleurs et les étudiants participent ensemble. Les mouvements pour les droits des femmes demandent l'égalité et le respect dans les familles et au travail. Les syndicats aident les travailleurs à obtenir de meilleures conditions.",Des enfants et des familles réclament la protection et l'avenir.,600
67,English,"We see cases already in 2013 and 2014. To protect yourself, you must update your system and software. You should also install antivirus and","a firewall, and enable automatic updates.",403
463,English,"I think ethics should include respect for others, even when we are far away. Daily decisions show who we are. Globalization",brings new ideas but also conflicts.,348
796,French,"Le secteur des médias et du divertissement est important dans la vie quotidienne et dans l’économie. Beaucoup de gens regardent des films, des séries, la télévision et des vidéos en ligne chaque jour. En 2018, les plateformes comme Netflix et",YouTube proposent une grande variété de programmes pour tous les goûts.,729
1415,English,"Schools and research centers train technicians, engineers, and computer experts. For travelers, flying remains a quick way to move. For workers, work",in this field offers interesting opportunities.,427
86,French,"Le 19.05.1994, je lis dans un journal technique une idée nouvelle sur l’argent et les réseaux informatiques. On parle d’une monnaie qui existerait seulement sur les ordinateurs et qui ne passe pas par les banques. C’est assez fascinant et un peu étrange. On imagine que des personnes peuvent payer des biens ou des","services en utilisant cette monnaie électronique, sans écrire de chèque ni dépenser des billets.",905
991,English,Stations try to be clean and safe. A new bridge over the river and a tunnel under the mountain have been built. The airport near the city is being improved: they are trying to,make it more eco-friendly and to reduce waiting times.,537
365,English,"Satellites around the planet send signals that reach our home. They can send television, radio, weather messages and photos. Without these signals daily life would be different, even if we stay",on Earth. Technology is very important for missions.,517
471,English,"With CRISPR, researchers can change a small part of the genetic code. CAR-T therapies are used to fight some types of cancer. Those therapies",use cells of the immune system.,317
246,German,"Die Station ist ein Labor im Orbit und ein Ort der Zusammenarbeit vieler Länder. Gleichzeitig zeigen uns Raumsonden und Roboter, wie viel wir noch entdecken können. Auf dem Mars haben die Roboter Spirit und Opportunity in",den letzten Jahren viele Bilder geschickt und Daten gesammelt.,620
537,English,"The first iPod is now also in discussion; it has a larger hard drive and easy use. That pleases many buyers, because you do not have to change CDs so",often. The mobile phones have also become better.,497
328,Spanish,"La investigación busca materiales más ligeros y motores aún más eficientes. A pesar de cambios políticos, la ciencia y la tecnología siguen un camino de cooperación entre países. Este periodo es un momento de crecimiento para la aviación y para la exploración espacial, con ideas nuevas","y más servicios que facilitan el trabajo de pilotos, técnicos y controladores.",731
835,English,"Today is August 24, 2022. Around the world, elections and changes of leaders often make the news. We see local and national votes in several countries. In France,",the year 2022 was marked by important elections.,489
34,French,"Le 14 avril 2017, j'écris dans mon cahier sur l'eau et sur la façon dont on peut la protéger. Dans beaucoup de régions du monde, l'eau devient rare à cause du climat et de la pollution. L'eau potable est nécessaire pour boire, cuisiner et se laver.","Sans eau, les villes, les écoles et les usines ont des problèmes.",605
643,English,"Such measures should secure supply and create new jobs. Large investments we see from companies such as TSMC, Samsung and Intel. New plants are being built in the","US, in Europe and in other places.",339
1423,English,"For an investor, the question is always the same: how to protect one’s savings and grow them over time? Many prefer safe savings accounts, short-term government bonds, or mutual funds. Some investors also watch oil trends","and international trade, because these elements can move stock prices.",685
1242,Spanish,"La cooperación entre países es común en la investigación, y esto ayuda a avanzar más rápido. Pero cada nuevo aparato trae preguntas sobre seguridad y uso correcto. En la vida diaria, estos cambios no siempre se ven, pero influyen en la",defensa de los países y en la vida de las personas.,485
1394,Spanish,"Los trabajadores exigen salarios justos, horarios razonables y seguridad en el lugar de trabajo. Las familias desean vivienda adecuada y atención de salud para todos. Los pueblos indígenas y las minorías piden",respeto de su cultura y de sus derechos.,389
604,German,"Freiwillige helfen beim Sortieren von Spenden, bei der Verteilung von Decken und Kleidung oder beim Übersetzen von Anweisungen. Oft kommt internationale Unterstützung dazu: andere Länder schicken Helfer, Flugzeuge und Geld, um das Nothilfeprogramm zu finanzieren. Transparenz ist","wichtig, damit Spender sehen, dass ihr Geld sinnvoll eingesetzt wird.",674
885,English,"Many people want to stay connected all the time. In the coming years, 5G is also talked about. It is said to be a new generation that will",offer higher speeds and a more stable connection.,486
1174,Spanish,"En 2011, muchas ciudades planean ampliar el transporte público, mejorar la señalización y hacer que los viajes sean más cómodos. También se quiere reducir la contaminación y tener menos coches en las calles. Las escuelas, los hospitales",y las tiendas se benefician cuando el transporte funciona bien.,605
714,German,"Die Vorstellung ist, dass nicht nur Handys, sondern auch viele andere Dinge online gehen können. Autos, Häuser, Fabriken oder ganze Straßenzüge könnten vernetzt werden, damit Aufgaben schneller erledigt werden und neue Dienste entstehen. In der Praxis bedeutet das, dass",in der nächsten Zeit viel getestet und geplant werden muss.,578
1130,Italian,La scuola possiede una sala informatica o un computer in ogni aula. A volte c'è un videoproiettore per mostrare immagini durante la lezione. Gli insegnanti spiegano,come usare il computer in modo semplice.,417
1054,Italian,"Oggi è il 24 dicembre 2000. In molte zone del mondo ci sono disastri e la risposta alle catastrofi e gli aiuti umanitari continuano. I soccorritori arrivano con camion, elicotteri e aerei quando serve. Portano cibo, acqua","potabile, coperte e tende per chi ha perso la casa.",481
346,Spanish,"Así, la seguridad alimentaria puede mejorar y la nutrición de la población aumenta. En 2023, la cooperación entre países y organizaciones como la FAO y la OMS ayuda a compartir ideas. También","hay desafíos, como el cambio climático y la inflación.",529
902,French,"Côté style de rue, le streetwear reste fort. Des tenues confortables se mélangent avec des pièces plus chics. Les couleurs vont du noir et blanc aux",tons pastel et à des couleurs vives.,340
521,English,"Today, on October 2, 2012, I am writing this text about human rights and social justice. In many countries people are fighting to protect basic rights such as freedom of expression, freedom of assembly, and fair courts. It is","also about equal opportunities, regardless of origin, gender, or religion.",692
398,Italian,24 maggio 2001. Oggi penso a un'idea interessante: denaro digitale e registri contabili che non hanno bisogno di una banca tradizionale. Molte persone usano computer e,"internet, e questo fa nascere nuove possibilità.",453
1166,Spanish,"Escribo estas líneas el 01.04.2011. En nuestra ciudad hay carreteras, autopistas y calles. Las autopistas son grandes y modernas,",pero a veces hay baches.,248
15,English,"Tensions may appear because of emerging markets or trade tariffs. Despite this, growth is supported by cloud computing, artificial intelligence and the Internet of Things. Engineers work on",chips for connected cars and robotic systems.,445
11,English,"Another trend is miniaturization, which makes chips more powerful and less energy hungry. The industry also sees strong competition between large companies and small startups. In 2017, people talk about",new fabrication techniques and tools to make chips.,507
574,German,"Heute, am 21.02.2024, schreibe ich aus dem Blick auf die aktuelle politische Landschaft. In vielen Ländern rücken Wahlen und mögliche Führungswechsel stärker in den Mittelpunkt der Öffentlichkeit. Die","Menschen diskutieren über Programme, Steuern, Bildung und Sicherheit.",714
353,English,"In new houses, small solar panels are installed on the roofs. Each panel collects the sunlight and turns it into electricity. Sometimes the electricity does not reach the whole house, but with",small batteries it is stored for the night.,386
965,English,"Stations are clean and work well, even if sometimes there are delays. Airports serve both domestic travelers and international ones; the airport in Rome is one of the main hubs and so are the airports in Milan, Naples, and Venice",with steady traffic. Italian ports are active and work with trade.,615
842,French,"Les journalistes expliquent ce qui se passe et pourquoi. Les changements de leader peuvent être rapides ou lents. En 2022, on voit que",le vote reste important pour l'avenir.,357
727,English,"They use computers, tablets and smartphones to receive assignments, to solve them, and to talk with the teacher. Online platforms such as email, learning management systems and video calls are part of daily life. For some, learning at home is sensible: you can repeat the material at your own pace, you can divide your time freely, and you do not need the daily","commute to school. Teachers can prepare materials, create explanatory videos and better observe the learning progress.",1153
96,French,"Le 10.04.2001, j’écris quelques mots sur les télécommunications et l’expansion des réseaux mobiles. Dans les villes et dans les campagnes, les téléphones portables deviennent plus répandus et utiles. Les gens veulent être connectés partout: à la maison, au travail, sur le chemin, dans les transports. Les opérateurs travaillent","pour que les réseaux soient plus simples, plus rapides et plus fiables.",669
928,French,"Les usines ferment ou délocalisent parfois, et les travailleurs doivent apprendre de nouvelles compétences. Beaucoup de gens veulent un métier stable, mais les carrières évoluent. On parle de mobilité: les personnes",changent souvent d’entreprise et parfois même de ville.,542
1318,Spanish,"La filosofía invita a mirar más allá de lo inmediato. Nos invita a buscar el sentido de la vida, la felicidad y la paz. En resumen, pensar bien y actuar con respeto es una",tarea de todos los días en la sociedad moderna.,460
1110,Italian,"In Italia i progetti sono meno numerosi, ma nascono nuove iniziative di incubatori e corsi per imprenditori. Le università e i centri di ricerca aiutano i giovani a creare idee e a trasformarle in aziende. Le idee più diffuse sono software che si usano online,","siti web che offrono servizi, o modi per fare pubblicità sul web.",620
901,English,"Fashion is becoming more responsible: we use recycled fabrics, organic cotton, and simple materials. We see clothes that last longer and can be easily repaired. The",work is clearer and prices stay reasonable.,416
249,English,"That was a big step for spaceflight because Titan is a strange world that we want to learn better. In technology there are also new advances. Better computers,","better sensors, and powerful communication systems help researchers.",686
930,French,"Les jeunes entrent dans le monde du travail avec le diplôme, mais l’expérience compte aussi. Les entreprises donnent de la formation et des stages pour préparer les employés. Les métiers d’autrefois, comme ouvrier, vendeur ou","chauffeur, restent importants, mais ils changent avec le temps.",607
231,English,"The authorities inform the public with brochures, radio and television news. Schools, workplaces, and communities offer health promotion programs. These programs explain how to","eat healthily, exercise regularly, and sleep enough.",493
448,Italian,"In Europa si parla molto di energia pulita. L’energia pulita viene dal sole, dal vento e dall’acqua. Se","usiamo energia pulita, l’inquinamento diminuisce.",492
621,English,"Globally, agriculture and trade are connected. Grain from one country becomes bread in another. Transportation is",important so food stays fresh.,295
1108,Italian,"Preferiscono vedere un prototipo o una versione iniziale del servizio. Nel 2005 i fondi di venture capital sono disponibili in molte regioni, ma non ovunque. Negli Stati Uniti e",in alcune parti d'Europa ci sono investimenti grandi.,512
229,English,"Vaccinations are also part of prevention. By vaccinations serious infections can be prevented or reduced. In the influenza season 2010/2011 there were many illnesses, therefore it is especially important to also get",vaccinated against flu if you belong to risk groups.,497
701,English,"If we reflect a little every day, we can act more wisely: in dealing with others, in consumption, in politics, in school and in work. Thus ethics becomes a daily companion, not a dry theory. Perhaps we will find ways to shape a fairer","and more humane society, also in this time of the year 1995.",588
1374,French,Cela aide à éviter les erreurs et à suivre les traitements des patients. Il y a aussi la télémédecine. Des docteurs peuvent voir des patients qui,"habitent loin, par exemple à la campagne.",410
287,English,"Each candidate talks about the economy, education, and health, and promises simple plans to improve the lives of people. Campaigns are long and sometimes noisy, but people want to listen and compare. In","the squares and on the streets, discussions happen calmly.",563
669,English,"Online reviews are gaining influence. Good or bad experiences of other travelers often determine the choice of accommodation, flight, or excursion. Airlines use lower prices to attract more",people to short trips and city breaks.,360
680,German,"Danach folgen Gesundheitsversorgung, Impfungen, Hygiene und Bildung, damit Kinder weiter lernen können. Freiwillige und Fachkräfte aus vielen Ländern kommen zusammen, um zu helfen und zu lernen. Sie transportieren Hilfsgüter, richten Notunterkünfte ein, unterstützen Ärzte",und Krankenschwestern und helfen bei der Registrierung der Familien.,692
1446,German,"Das führt zu einer höheren Nachfrage nach modernen Prozessoren, Speichern und speziellen Chips für künstliche Intelligenz. Besonders stark wächst der Anteil der Halbleiter im Automobilbereich. Elektroantriebe, Fahrerassistenzsysteme,",vernetzte Sensoren und Batteriemanagement brauchen neue Lösungen.,691
35,English,"On 14 April 2017, I write in my notebook about water and how we can protect it. In many regions of the world, water is becoming scarce because of the climate and pollution. Drinking water is necessary to drink, cook,","and wash. Without water, cities, schools, and factories have problems.",682
656,German,"Man kann sehen, wer die eigenen Freunde sind, und neue Kontakte finden. Eine weitere wichtige Plattform ist Facebook. Ursprünglich war Facebook nur für Studenten gedacht, aber seit",diesem Jahr dürfen auch andere Menschen mitmachen.,537
1357,English,"Keeping up with fashion is now easier thanks to the Internet. This summer, visits to stores and catalog sales grow little by little. In short, the sector is changing, but",it continues to create and sell with imagination.,465
1209,English,"In the laboratory, genetics provides ideas to cure diseases. Many people can make health decisions with the help of information on the internet. But it is",important to protect privacy and data security.,452
134,French,"Nous devons apprendre, partager et agir ensemble pour une eau plus sûre et accessible à tous. Certaines villes interdisent le gaspillage d'eau dans les lieux publics. Les touristes",et les visiteurs doivent aussi respecter ces règles.,478
238,German,"Das führt dazu, dass andere Unternehmen schnelle Chips liefern müssen, um mit dem neuen Standard mitzuhalten. In den USA, Japan und Europa arbeiten Firmen an neuen Designs und an Verbesserungen in der Fertigung, doch der größte Teil der Produktion liegt noch in Asien, insbesondere in Taiwan und Südkorea. Die Konkurrenz zwischen","den Regionen ist stark, und Europa versucht, durch Spezialisierung und Partnerschaften Boden gutzumachen.",1061
658,German,"Es ist spannend zu sehen, wie schnell man neue Kontakte knüpfen kann, ohne das Haus zu verlassen. Die Plattformen funktionieren auf ähnliche Weise: Man meldet sich an, wählt einen Benutzernamen und gibt ein paar Informationen über sich an, zum Beispiel Alter, Ort",und Interessen. Dann kann man Freunde finden und deren Updates lesen.,713
426,Italian,Le aziende aprono negozi e mostrano offerte vicino alle case. Si usano nuovi strumenti per seguire i consumi in tempo reale. Questa situazione offre opportunità ma richiede attenzione.,È importante leggere le condizioni prima di firmare.,511
139,English,"In school, at work and at home we meet values such as honesty, justice, tolerance and responsibility. Philosophy helps us explain these terms and to examine why they are important. Ethics means asking: What is","right, what is fair, what can we rely on?",390
120,French,"C’est pourquoi des enfants, des jeunes et des adultes veulent un monde meilleur. Ils apprennent, ils parlent, et ils se mobilisent sans haine. En ce moment, on peut voir que les droits humains et",la justice sociale ne se réalisent pas tout seuls.,452
1437,English,Experts say that AI only works well if people prepare it well and the data are clean. The systems need a lot of practice with examples and clear goals. Besides,"the technology, there are ethical and social questions.",521
994,Italian,"Le nuove infrastrutture cercano di essere accessibili a tutti, anche ai bambini, agli anziani e alle persone con disabilità. In molti posti si promuove il car sharing e il bike sharing per risparmiare denaro e spazio. In sintesi, i trasporti e le infrastrutture",sono utili per la vita quotidiana e per l’economia del paese.,577
1306,Spanish,"Este texto fue escrito el 25 de octubre de 2022. En la vida de hoy, la filosofía y la ética son muy importantes. La gente piensa en preguntas simples y grandes. ¿Qué es lo correcto? ¿Qué es justo","para todos? En la sociedad moderna, la tecnología cambia mucho.",645
853,English,"This summer, parties have organized meetings and debates. Debates can be calm or lively. All of this shows that democracy",can be lively and sometimes difficult.,371
1404,Spanish,"Que la justicia llegue a quienes la necesitan, sin buscar favores. Que todos tengan la oportunidad de vivir con dignidad. Este deseo de justicia une a",personas muy distintas y nos da esperanza.,422
221,English,"The aim is that all people in Germany get enough, healthy, and affordable food. This includes fresh fruit and vegetables, whole-grain bread, dairy products, and enough meat or protein alternatives. For children, young people, and pregnant women, schools and kindergartens should provide better meals and nutrition education should be part of lessons. The policy also tries to support agriculture",so that farms can work more modernly while protecting the environment at the same time.,876
1257,English,"Video games and home consoles also play an important role; it is possible to play alone or with friends, and many games are easy to learn. At home there are also devices for printing and scanning. A printer can print","texts or photos, and a scanner converts papers into digital files.",614
1251,English,"Usually there is a desktop computer and sometimes a laptop. With the computer you can type, search for information on the Internet, and view photos. In 2002, the Internet is growing; many people connect from home with a modem",or with a faster connection if the company provides cable.,567
767,English,The farmers also try to protect nature and to work with respect for the land. Sometimes prices change and harvests are not good. Sometimes,also young people prefer other jobs.,355
799,English,"Cinema, music, and video games produce content for a global audience. Studios use digital technologies and high-definition images. Social networks help artists and professionals talk",directly with fans and share their work.,387
833,English,"However, not everything is easy: safety at events must be ensured, costs managed, and fair-play rules respected. For fans, there are more options to watch matches: free channels and paid channels, and information online. In short, the sports industry is changing rapidly in 2007,","and this March brings news and occasions for clubs, sponsors, and spectators.",757
339,English,"The goal is to save lives and return to normal. After a few days, the weather is better and reconstruction programs can be planned. Each day, people feel safer thanks to humanitarian",aid that arrives early and organizes the resources well.,530
895,English,"When it does not rain, the reservoirs empty and the rivers become low. To help, people talk about good management: fix leaks, use less water, and share resources better. Farmers irrigate",the fields with simple systems that save water.,454
892,French,"Aujourd'hui, 19.09.2004, j'écris sur la pénurie d'eau et sur la gestion des ressources. Dans beaucoup de pays, l'eau est rare ou mal distribuée. Les villes ont besoin d'eau pour boire, cuisiner",et nettoyer. Les campagnes dépendent aussi des pluies.,536
157,English,"We must also monitor the quality of food so that it is safe and remains healthy. In many regions of the world there is hunger or malnutrition, therefore our policy also asks for international aid and cooperation. The European Community tries to create clear rules for safety, hygiene, and","labeling of foods, so that consumers know exactly what they buy and eat.",714
804,French,"Les couleurs dominantes sont le gris, le noir et le bleu marine, mais on voit aussi du bordeaux et du vert olive. Les manteaux sont longs et les pulls en laine",reviennent à la mode. Les pantalons restent confortables.,556
304,Spanish,"Mañana las autoridades anunciarán los resultados finales y el nombre del nuevo líder o de la coalición ganadora. La gente se prepara para seguir las noticias con calma y paciencia. En fin, estas elecciones de 1997 recuerdan la importancia de",participar y de respetar las reglas para construir un país estable.,620
712,German,"Die neuesten Fortschritte heißen LTE und LTE-Advanced, und in einigen Städten verbessern sich die mobilen Internetdienste deutlich. Viele Menschen nutzen Tablets, Smartphones und Notebooks mit Mobilverbindung, und der Datenverkehr wächst täglich. Die Netze müssen deshalb effizienter arbeiten und mehr Geräte gleichzeitig unterstützen. Die Idee von 5G kommt jetzt ins Spiel: Experten sprechen von einer fünften","Generation von Mobilfunknetzen, die deutlich höhere Geschwindigkeiten liefern und sehr geringe Verzögerungen haben soll.",1213
805,English,"The dominant colors are gray, black, and navy blue, but we also see burgundy and olive green. The coats are long and wool sweaters are coming",back into fashion. The pants stay comfortable.,455
1277,English,"Today is February 25, 2023. In technology news, artificial intelligence, or AI, is in many parts of life. Companies use AI to help their customers, make reports, and find mistakes. In daily","life, many websites and apps use chatbots as assistants.",539
423,English,"These sources provide clean energy and reduce pollution. They are not yet large, but they are growing. Solutions",to save energy are useful.,254
230,German,"In der Grippesaison 2010/2011 gab es viele Krankheitsfälle, deshalb ist es besonders wichtig, sich auch gegen Grippe impfen zu lassen, wenn man zu Risikogruppen gehört. Die Behörden informieren die Bevölkerung mit Broschüren, Radio- und Fernsehnachrichten.","Schulen, Betriebe und Gemeinden bieten Programme zur Gesundheitsförderung an.",813
12,French,Les progrès permettent d’augmenter le nombre de transistors sur une puce. Mais ces progrès exigent des investissements très élevés et des compétences spécialisées. Le secteur doit,aussi gérer des chaînes d’approvisionnement mondiales complexes.,659
1205,English,One big idea is telemedicine: patients can talk to the doctor from home. Electronic health records are also used. This helps store patient,data and share them between hospitals.,385
37,English,"To manage water, the authorities build reservoirs, repair pipes, and modernize the networks. They also learn to distribute water more evenly and to use it wisely. They encourage people to save water, for example by turning",off the tap while brushing teeth and taking shorter showers.,580
395,English,"Refugees ask for protection and a chance to start a new life. Movements for human rights have different forms: campaigns, public meetings, debates, petitions, newspapers and the Internet. The idea",is to change laws or make them respected.,415
789,English,"Regulators work to keep prices fair and to protect consumers. It is a period of change for the electricity grids, for investments, and for energy innovation. In France and in other countries, households can compare offers",from suppliers and choose the one that suits them.,491
622,German,"Der Transport ist wichtig, damit Lebensmittel frisch bleiben. Für Verbraucher ist wichtig, woher das Essen kommt und wie es produziert wird. Es gibt auch",Unterschiede zwischen kleinen Höfen und großen Betrieben.,595
286,Spanish,"Cada candidato habla de economía, educación y salud, y promete planes simples para mejorar la vida de las personas. Las campañas son largas y a veces ruidosas, pero la gente quiere escuchar y comparar. En las","plazas y en las calles, se discute con calma.",427
140,German,"Ethik bedeutet, zu fragen: Was ist richtig, was ist fair, worauf können wir uns verlassen? Im Alltag merken wir oft, dass Regeln nicht immer eindeutig sind. Dann muss man Entscheidungen treffen, zum","Beispiel beim Teilen von Zeit, Geld oder Informationen.",551
1159,English,"People think about 5G for the future. If everything goes well, in the coming years there will be more phones, more internet on the street, and more connected things. I talk with my friends and we",hope to see how 5G develops little by little.,428
473,English,Vaccines based on messenger RNA are studied for several diseases. This work also concerns diagnostics. Rapid diagnostics help,doctors understand what patients have.,383
764,French,"La nourriture passe par plusieurs étapes: semer, pousser, récolter, stocker, transporter et vendre. En 1997, beaucoup de gens aiment les aliments simples et locaux. Les fermiers essaient aussi de protéger la",nature et de travailler en respectant la terre.,426
445,English,"Temperatures are high in many countries. Sometimes there are very hot periods and cold periods, but the pattern is not the same",as before. The causes are various.,333
1122,Italian,"Se tutto va bene, i prossimi anni portano più attività pratiche e giochi educativi sul computer. Così l'apprendimento diventa interessante, utile e più facile per ogni studente. Con","la tecnologia, gli studenti imparano a lavorare insieme.",537
